model_name,model_year,kms_driven,owner,location,mileage,power,price
Royal Enfield Himalayan,2016,14000,first owner,sibsagar,32.0,24.5,107000
Bajaj Avenger,2014,60000,first owner,kanchipuram,40.0,19.0,35000
Hero Xtreme Sports,2017,26008,first owner,delhi,55.0,15.6,48500
Royal Enfield Bullet,2010,31000,first owner,thane,40.0,19.8,70000
Royal Enfield Thunderbird,2011,6050,first owner,gautam buddha nagar,35.0,19.8,61500
Royal Enfield Thunderbird,2017,25500,first owner,bangalore,25.0,27.2,135000
Royal Enfield Thunderbird,2017,13600,first owner,kozhikode,25.0,27.2,130000
Harley-Davidson Street 750,2018,1174,second owner,delhi,20.0,47.0,450000
KTM RC,2017,10642,first owner,gurgaon,35.0,25.1,140000
UM Renegade Commando,2019,42,first owner,bangalore,35.0,24.8,197200
Bajaj Avenger Cruise,2016,27500,second owner,delhi,35.0,19.0,50000
Bajaj Avenger,2012,10000,third owner,delhi,40.0,19.0,29500
Bajaj Pulsar,2010,50000,third owner,ahmedabad,65.0,15.0,18000
KTM RC,2016,12000,first owner,virar,26.0,42.3,145000
Hyosung GT650R 2016,2016,5000,second owner,delhi,20.0,72.68,310000
Royal Enfield Thunderbird,2014,60000,first owner,delhi,40.0,19.8,70000
Bajaj Avenger Cruise,2018,3000,first owner,delhi,35.0,19.0,86500
UM Renegade Commando,2017,6200,first owner,jaipur,35.0,24.8,157800
Royal Enfield Classic,2016,13000,first owner,chennai,35.0,19.8,120000
Hero Splendor NXG,2011,86000,first owner,delhi,65.0,7.0,16000
Royal Enfield Bullet,2011,25000,first owner,delhi,40.0,19.8,72000
UM Renegade Sport,2017,5600,second owner,palwal,35.0,24.8,135000
Royal Enfield Thunderbird,2015,14000,first owner,surat,40.0,19.8,102000
Royal Enfield Thunderbird,2014,5264,first owner,mumbai,25.0,27.2,125000
Hero Splendor iSmart,2017,18200,first owner,delhi,55.0,9.3,37500
Bajaj Pulsar 135LS,2010,82737,first owner,delhi,64.0,13.0,14000
Royal Enfield Classic,2015,10000,first owner,thane,32.0,27.2,120000
KTM Duke,2018,12500,first owner,delhi,35.0,24.6,130500
Honda CBR 150R,2013,28661,third owner,hyderabad,38.0,18.28,49500
Royal Enfield Classic,2013,28000,third owner,dakshina kannada,35.0,19.8,80000
Royal Enfield Thunderbird,2016,80000,first owner,hazaribagh,40.0,19.8,82000
Royal Enfield Thunderbird,2013,23000,first owner,mumbai,25.0,27.2,99000
Royal Enfield Bullet,2011,27795,second owner,delhi,40.0,19.8,70000
UM Renegade Commando,2017,1000,first owner,delhi,35.0,24.8,125000
Royal Enfield Bullet,2015,11000,first owner,pune,37.0,19.8,107800
Bajaj V15,2017,17000,first owner,kanchipuram,57.0,11.8,45000
Bajaj V12,2017,30074,first owner,delhi,57.0,12.0,36000
Bajaj Avenger Street,2015,27792,first owner,mumbai,53.0,19.0,48000
Bajaj Avenger Street,2016,23156,first owner,ghaziabad,50.0,14.3,40000
Bajaj Discover,2009,68000,first owner,ahmedabad,65.0,9.64,18500
Royal Enfield Classic,2015,22253,second owner,chennai,32.0,27.2,105000
Yamaha YZF-R15,2014,50000,first owner,poonamallee,42.0,16.0,50000
Royal Enfield Classic,2016,18120,first owner,farrukhabad,35.0,19.8,110000
Royal Enfield Classic,2014,27000,second owner,ranga reddy,35.0,19.8,75000
Royal Enfield Thunderbird,2015,20112,first owner,hyderabad,40.0,19.8,85000
Yamaha YZF-R15 S,2016,17892,first owner,bangalore,42.0,16.0,75000
Royal Enfield Classic,2012,51000,second owner,ahmedabad,32.0,27.2,96400
Bajaj Pulsar AS150,2016,22840,first owner,delhi,53.0,16.8,38000
Bajaj Pulsar,2014,34623,second owner,bangalore,45.0,17.0,20000
Royal Enfield Standard,2017,12000,first owner,chennai,25.0,26.1,130000
Bajaj Discover,2007,60000,first owner,ferozepur,65.0,12.5,12000
Honda CB Trigger,2014,74073,first owner,gurgaon,60.0,14.0,32500
Royal Enfield Thunderbird,2015,45000,first owner,margao,25.0,27.2,100000
Yamaha FZ25,2017,17243,second owner,ranchi,43.0,20.3,75000
Hero Passion Plus,2004,54845,first owner,delhi,55.0,7.5,10000
Hero Glamour Fi,2018,15500,second owner,jobner,55.0,9.0,51000
UM Renegade Sport,2017,9300,first owner,hyderabad,35.0,24.8,135000
Royal Enfield Bullet,2013,22805,first owner,ahmedabad,40.0,19.8,75000
Hero Xtreme 200R,2018,2307,first owner,mumbai,39.4,18.1,90000
Honda CBR 150R,2014,17869,second owner,delhi,38.0,18.28,52000
KTM Duke,2018,3648,first owner,noida,25.0,42.9,200000
Hero Karizma ZMR,2012,32050,first owner,delhi,48.0,20.0,35500
Royal Enfield Thunderbird,2017,5192,first owner,mumbai,25.0,27.2,155000
Hero CBZ Xtreme,2011,46700,first owner,bangalore,65.0,14.4,30000
Honda CBR 150R,2013,12000,first owner,delhi,38.0,18.28,65500
Royal Enfield Thunderbird,2019,2382,first owner,delhi,40.0,19.8,175000
Yamaha SZ-RR,2016,30000,second owner,faridabad,55.0,12.0,35000
Royal Enfield Thunderbird,2017,900,first owner,roorkee,25.0,27.2,150000
Royal Enfield Classic,2015,8000,first owner,delhi,35.0,19.8,180000
Royal Enfield Thunderbird,2016,48000,first owner,chennai,40.0,19.8,100500
Royal Enfield Classic,2011,63000,first owner,chennai,35.0,19.8,69100
Kawasaki Ninja,2017,18095,first owner,pune,21.0,67.2,465000
Bajaj Avenger Cruise,2018,20500,first owner,chennai,35.0,19.0,69600
Hero Passion Pro,2010,33000,first owner,chennai,5.0,8.2,17000
UM Renegade Commando,2018,8133,first owner,bhubaneshwar,35.0,25.0,155000
UM Renegade Commando,2018,4600,first owner,chennai,35.0,25.0,165000
Yamaha YZF-R15,2011,57000,third owner,jhajjar,42.0,16.0,33000
Bajaj V15,2017,11000,first owner,rupnagar,57.0,11.8,35000
Harley-Davidson Street 750,2018,4189,first owner,bangalore,20.0,47.0,500000
Yamaha YZF-R15 2.0,2017,28261,first owner,ahmedabad,42.0,16.7,69825
Royal Enfield Bullet,2003,6600,first owner,noida,37.0,19.8,130000
Royal Enfield‎ Bullet,2012,35000,second owner,kurukshetra,37.0,19.8,70100
Royal Enfield Thunderbird,2018,13600,first owner,guwahati,40.0,19.8,117000
Harley-Davidson Street 750,2015,26236,first owner,hyderabad,20.0,47.0,350000
Bajaj Pulsar 220F,2017,20012,first owner,noida,38.0,21.0,56000
Yamaha YZF-R15 S,2017,11000,first owner,agra,42.0,16.0,69000
Hero CBZ Xtreme,2011,95000,first owner,kadi,65.0,14.4,16500
Bajaj V15,2016,15327,first owner,delhi,57.0,11.8,42000
Royal Enfield Classic,2010,47518,first owner,delhi,32.0,27.2,74000
UM Renegade Commando,2017,5800,first owner,chennai,35.0,24.8,135400
Royal Enfield Thunderbird,2018,10000,first owner,ernakulam,25.0,27.2,140000
Royal Enfield Classic,2018,16000,first owner,dhanbad,35.0,19.8,136424
UM Renegade Commando,2017,15372,first owner,noida,35.0,24.8,116848
Yamaha YZF-R15,2009,29570,third owner,bangalore,42.0,16.0,39000
UM Renegade Commando,2017,13000,first owner,bangalore,35.0,24.8,121000
Suzuki Gixxer SF,2017,24487,first owner,delhi,40.0,14.6,52500
UM Renegade Commando,2017,8252,first owner,gurgaon,35.0,24.8,100000
Bajaj V15,2016,29857,first owner,tumkur,57.0,11.8,37000
Royal Enfield Thunderbird,2013,20000,first owner,hyderabad,25.0,27.2,111300
Royal Enfield Classic,2014,9300,first owner,thane,35.0,19.8,90400
Royal Enfield Thunderbird,2019,12000,first owner,ahmedabad,40.0,19.8,155000
Royal Enfield Classic,2013,31500,first owner,jaipur,32.0,27.2,93000
Bajaj Pulsar,2011,50649,second owner,delhi,38.0,21.0,26000
Royal Enfield Bullet,2012,21496,first owner,faridabad,40.0,19.8,72378
Bajaj Boxer CT100,2004,50000,first owner,bolpur,72.0,12.0,18000
Suzuki Gixxer,2015,40997,first owner,chatrapur,63.0,14.0,60000
Royal Enfield Bullet,2015,23399,third owner,palwal,35.0,19.8,85000
Bajaj Discover 125ST,2012,20000,first owner,bharatpur,65.0,12.5,18500
Hero Passion Xpro,2015,28329,first owner,hoshiarpur,55.0,6.72,32000
KTM Duke,2017,5935,first owner,amritsar,35.0,24.6,121100
Royal Enfield Thunderbird,2014,31491,second owner,delhi,40.0,19.8,70000
KTM Duke,2017,17500,first owner,mumbai,25.0,42.9,198200
Bajaj Pulsar 135LS,2011,58966,first owner,delhi,64.0,13.0,15311
Royal Enfield Bullet,2017,1403,first owner,faridabad,35.0,19.8,119000
Yamaha Fazer 25,2017,15000,second owner,hyderabad,43.0,20.3,84900
Royal Enfield Classic,2012,37654,second owner,gurgaon,32.0,27.2,80000
Hero Karizma ZMR,2014,24340,first owner,pune,48.0,20.0,41000
Bajaj V15,2016,14500,first owner,thiruvananthapuram,57.0,11.8,40000
Bajaj Avenger Street,2018,14750,second owner,mumbai,53.0,19.0,75000
Hero Splendor Plus,2008,26000,first owner,mandi dabwali,81.0,8.2,23500
Suzuki Gixxer SF,2017,11000,first owner,mumbai,40.0,14.6,55000
Royal Enfield Bullet,2014,14300,first owner,mumbai,40.0,19.8,90000
Royal Enfield Bullet,2015,20000,first owner,delhi,35.0,19.8,85000
KTM Duke,2017,21000,first owner,thane,35.0,24.6,112600
Royal Enfield Classic,2012,13000,first owner,delhi,35.0,19.8,80000
Royal Enfield Thunderbird,2015,11976,third owner,bangalore,25.0,27.2,119000
Royal Enfield Thunderbird,2017,21000,first owner,chennai,40.0,19.8,110000
Royal Enfield Classic,2014,6701,first owner,thane,32.0,27.2,100000
Royal Enfield Thunderbird,2016,23560,first owner,delhi,25.0,27.2,115000
Hero Super Splendor,2006,40320,first owner,jaipur,75.0,9.0,15244
Harley-Davidson Street 750,2014,28755,first owner,gurgaon,20.0,47.0,306000
Royal Enfield Thunderbird,2013,29932,first owner,ghaziabad,40.0,19.8,63000
Hero Passion Plus,2005,30000,first owner,delhi,55.0,7.5,9000
KTM RC,2018,18000,first owner,hyderabad,35.0,25.1,160000
KTM RC,2018,17864,first owner,hyderabad,35.0,25.1,150000
KTM RC,2017,5800,first owner,visakhapatnam,35.0,25.1,150000
Bajaj Pulsar NS,2014,10000,first owner,thane,40.0,24.2,55700
Royal Enfield Classic,2012,6000,first owner,bangalore,32.0,27.2,93000
Hero Karizma R,2007,75000,first owner,moradabad,40.0,17.0,12000
Bajaj Pulsar,2010,45635,first owner,delhi,65.0,15.0,15000
KTM RC,2017,3749,first owner,ahmedabad,26.0,42.3,154000
Yamaha YZF-R15,2016,9300,first owner,chennai,42.0,16.0,105000
KTM RC,2015,15000,first owner,jaipur,26.0,43.0,147000
Harley-Davidson Street 750,2015,14116,second owner,ahmedabad,20.0,47.0,325000
Yamaha YZF-R15,2011,47913,third owner,delhi,42.0,16.0,43000
Royal Enfield Thunderbird,2015,17000,second owner,bangalore,25.0,27.2,135000
Harley-Davidson Street 750,2015,5800,second owner,ambala,20.0,47.0,280000
Triumph Tiger 800XC,2014,18259,first owner,jaipur,21.0,93.7,600000
Bajaj Avenger Cruise,2019,1600,first owner,pune,35.0,19.0,110000
Yamaha YZF-R15 2.0,2014,23235,first owner,hyderabad,42.0,16.7,65300
Kawasaki Z800 2017,2017,12000,first owner,surat,16.0,111.0,650000
Hero Passion PRO,2013,9000,first owner,visakhapatnam,55.0,6.15,30000
Suzuki Gixxer SF,2015,12500,first owner,bangalore,40.0,14.6,55000
Bajaj Avenger,2018,17000,first owner,bangalore,40.0,19.0,82750
Royal Enfield Bullet,2019,500,first owner,delhi,35.0,19.8,130000
Yamaha FZs,2014,12000,first owner,ghaziabad,45.0,13.0,42000
Hero Ignitor,2014,24800,first owner,howrah,55.0,11.0,28700
Royal Enfield Classic,2015,63664,first owner,chennai,35.0,19.8,112200
Hero Karizma ZMR,2016,17000,first owner,faridabad,48.0,20.0,69100
Royal Enfield Thunderbird,2016,1450,first owner,noida,25.0,27.2,149100
Suzuki Gixxer SF,2017,3000,first owner,chennai,40.0,14.6,80000
Hero Glamour,2012,43000,first owner,kurukshetra,55.0,8.9,21000
Royal Enfield Thunderbird,2013,9500,first owner,bangalore,25.0,27.2,116400
Royal Enfield Classic,2017,8575,first owner,guwahati,35.0,27.2,146006
Hyosung Aquila Pro,2016,3200,first owner,delhi,16.0,74.0,425000
Suzuki Gixxer,2016,17000,first owner,mumbai,63.0,14.0,60000
Hero Karizma R,2008,42452,second owner,thane,40.0,17.0,16000
Bajaj Pulsar 135LS,2010,42000,first owner,thane,64.0,13.0,16000
Royal Enfield Bullet,1991,1677,first owner,bangalore,37.0,19.8,200000
Royal Enfield Classic,2014,25000,first owner,jalgaon,35.0,19.8,105000
Hero Passion Pro,2009,33474,first owner,chennai,5.0,8.2,0
Royal Enfield Classic,2017,6709,first owner,faridabad,35.0,19.8,115000
KTM RC,2014,25000,first owner,rajkot,35.0,25.0,118000
Bajaj Pulsar AS150,2015,12000,first owner,delhi,53.0,16.8,40000
Yamaha YZF-R15,2016,9000,first owner,delhi,42.0,16.0,68000
Yamaha YZF-R15 2.0,2013,20000,first owner,amritsar,42.0,16.7,60000
Hero Splendor NXG,2011,13010,first owner,faridabad,65.0,7.0,17000
Royal Enfield Himalayan,2016,7215,first owner,patna,32.0,24.5,134999
Bajaj Avenger Street,2016,4400,first owner,gwalior,50.0,14.3,65000
TVS Sport,2010,32031,first owner,cuttack,95.0,7.4,17000
Hero Xtreme,2013,17000,first owner,delhi,50.0,14.2,25300
Bajaj Avenger,2016,16000,first owner,faridabad,40.0,19.0,47000
Hero Splendor,2008,35243,first owner,jaipur,60.0,6.15,22000
TVS Sport,2015,16592,first owner,faridabad,95.0,7.4,22000
Hero Splendor Plus,2014,11381,first owner,faridabad,81.0,8.2,22000
TVS Star City,2012,53520,first owner,chennai,85.0,8.2,0
Hero Passion Pro,2014,16138,first owner,chennai,5.0,8.2,0
Hero Ignitor,2015,25000,second owner,jhansi,55.0,11.0,23000
Hero Passion Pro,2012,15000,first owner,chennai,5.0,8.2,27000
KTM Duke,2018,16000,first owner,mumbai,25.0,42.9,200000
Hero Passion Pro,2011,18590,first owner,ludhiana,5.0,8.2,22000
Hero Splendor,1996,38000,first owner,chennai,45.0,7.44,23000
Hero Splendor,2002,55000,first owner,hyderabad,45.0,7.44,20000
Bajaj Discover,2012,5451,first owner,chennai,72.0,8.51,26000
Bajaj Discover,2015,17203,first owner,chennai,72.0,8.51,30000
Hero Passion Xpro,2015,23000,first owner,delhi,55.0,6.72,35000
Bajaj Pulsar 135LS,2010,10495,first owner,ludhiana,64.0,13.0,20000
Royal Enfield Classic,2016,12500,first owner,mumbai,35.0,19.8,125000
Royal Enfield Thunderbird,2015,19000,first owner,delhi,40.0,19.8,99000
Yamaha FZs,2013,40826,first owner,delhi,45.0,13.0,38000
Hero Passion Pro,2012,37501,first owner,chennai,5.0,8.2,20000
Hero Passion Pro,2014,13654,first owner,chennai,5.0,8.2,24000
Hero Glamour,2010,39778,first owner,chennai,55.0,8.9,18000
Hero Passion,2005,53907,first owner,delhi,55.0,7.5,18000
Hero Passion,2002,51000,first owner,delhi,55.0,7.5,16000
Hero CD Deluxe,2010,81000,first owner,delhi,65.0,7.7,25000
Hero Passion Plus,2012,24434,first owner,chennai,55.0,7.5,28000
TVS MAX 4R,2014,13673,first owner,chennai,70.0,9.7,18000
Bajaj Pulsar,2017,26724,first owner,bangalore,38.0,21.0,76000
Bajaj V15,2017,7000,first owner,jabalpur,57.0,11.8,45000
Royal Enfield Classic,2014,18000,second owner,delhi,35.0,19.8,99000
Bajaj Avenger Street,2017,8500,first owner,delhi,45.0,14.3,63309
Bajaj Avenger Street,2017,7580,first owner,delhi,45.0,14.3,64000
Bajaj Pulsar,2015,29000,first owner,mumbai,45.0,17.0,42000
Hero Karizma ZMR,2013,23695,first owner,wardha,48.0,20.0,45000
TVS Star City,2015,4500,first owner,jaipur,85.0,8.2,0
Bajaj Pulsar,2014,41736,first owner,rajkot,38.0,21.0,38000
Hero Passion Pro,2017,29000,first owner,delhi,5.0,8.2,37000
Royal Enfield Classic,2018,2656,first owner,ludhiana,35.0,19.8,145000
Bajaj Discover 125ST,2012,50000,first owner,kolkata,65.0,12.5,33000
UM Renegade Commando,2017,3000,first owner,delhi,35.0,24.8,120000
Bajaj Pulsar,2013,12500,first owner,delhi,38.0,21.0,35400
Bajaj Pulsar 135LS,2014,56780,first owner,mandi dabwali,64.0,13.0,22000
Royal Enfield Bullet,2015,26101,first owner,delhi,40.0,19.8,95000
Bajaj V15,2016,10682,first owner,bangalore,57.0,11.8,38000
Royal Enfield Classic,2015,21000,first owner,delhi,35.0,19.8,105000
Royal Enfield Standard,2014,9700,first owner,delhi,25.0,26.1,102000
Royal Enfield Continental,2015,6000,first owner,delhi,26.0,29.1,115000
Hero Splendor Pro,2015,30000,first owner,jaipur,81.0,8.2,40000
Royal Enfield Standard,2011,65000,first owner,ahmedabad,25.0,26.37,70000
Hero Splendor,1997,40000,first owner,vadodara,45.0,7.44,23000
Hero Splendor iSmart,2014,20097,first owner,chennai,55.0,8.2,22000
TVS Star City,2011,20238,first owner,chennai,85.0,8.2,16000
Hero Passion Plus,2010,16000,first owner,chennai,55.0,7.5,0
Bajaj Discover,2012,27000,first owner,chennai,72.0,8.51,0
Hero Passion Pro,2014,9000,first owner,delhi,5.0,8.2,37830
Yamaha FZ25,2019,10468,first owner,jaipur,43.0,20.3,105000
Bajaj Pulsar,2018,7000,first owner,delhi,65.0,17.0,62000
KTM RC,2016,4900,first owner,delhi,35.0,25.1,150000
Royal Enfield Himalayan,2016,980,first owner,delhi,32.0,24.5,159000
KTM Duke,2015,8600,first owner,delhi,25.0,44.0,141375
Royal Enfield Thunderbird,2016,24380,first owner,hyderabad,25.0,27.2,118150
Bajaj Discover,2008,89748,first owner,delhi,65.0,9.64,19784
Bajaj Pulsar 200,2014,34827,first owner,mumbai,40.0,24.2,71500
Bajaj V15,2016,22540,first owner,delhi,57.0,11.8,38700
Bajaj V15,2016,23000,first owner,hyderabad,57.0,11.8,45000
Bajaj Pulsar 135LS,2010,27000,first owner,gurgaon,64.0,13.0,24000
Hero Splendor Plus,2011,20003,first owner,sirsa,81.0,8.2,20000
Bajaj V15,2017,2525,first owner,delhi,57.0,11.8,44000
Hero Splendor,1997,46000,first owner,rajkot,45.0,7.44,23000
Royal Enfield Thunderbird,2011,29400,first owner,delhi,35.0,19.8,63500
Bajaj Avenger,2013,7300,first owner,delhi,40.0,19.0,47530
Yamaha FZs,2013,31085,second owner,gurgaon,45.0,13.0,23000
Hero Splendor Plus,2006,38253,first owner,ahmedabad,81.0,8.2,22050
Hero Super Splendor,2012,16450,first owner,faridabad,75.0,9.0,21000
Bajaj Pulsar,2016,30000,first owner,lucknow,65.0,17.0,52000
Hero Splendor iSmart,2016,16278,first owner,faridabad,55.0,9.3,31000
TVS Sport,2018,15820,first owner,faridabad,95.0,7.4,32000
Bajaj V15,2016,12431,first owner,delhi,57.0,11.8,53000
Royal Enfield Electra,2015,2172,first owner,delhi,37.0,19.0,115000
Bajaj Pulsar,2017,15000,first owner,delhi,65.0,17.0,57500
Yamaha YZF-R15 2.0,2015,13000,first owner,delhi,42.0,16.7,75000
Hero Splendor Plus,2018,8100,first owner,delhi,81.0,8.2,46000
Royal Enfield Thunderbird,2014,20000,first owner,delhi,40.0,19.8,99500
Hero Passion Plus,2013,25172,fourth owner or more,chennai,60.0,7.5,23000
Yamaha YZF-R15 2.0,2017,2500,first owner,delhi,42.0,16.7,108000
Yamaha YZF-R15,2014,21580,first owner,faridabad,42.0,16.0,45000
Hero Passion,2001,34000,first owner,delhi,55.0,7.5,15000
Bajaj Discover,2014,10887,first owner,faridabad,65.0,12.5,19000
Yamaha YZF-R15,2016,2144,first owner,delhi,42.0,16.0,94100
Hero Passion Plus,2009,20634,first owner,faridabad,55.0,7.5,15000
Royal Enfield Classic,2014,30875,first owner,faridabad,35.0,19.8,75000
Yamaha YZF-R15,2010,105000,first owner,pune,42.0,16.0,42100
Yamaha YZF-R15,2017,9000,first owner,delhi,42.0,16.0,100000
Honda CB Trigger,2014,28900,first owner,pune,60.0,14.0,46506
Royal Enfield Bullet,2014,50000,first owner,chennai,25.0,26.37,100000
Bajaj Avenger,2014,15000,first owner,delhi,40.0,19.0,53000
Bajaj Avenger Street,2016,21745,first owner,gurgaon,50.0,14.3,46000
Hero Splendor Pro,2011,18470,first owner,faridabad,81.0,8.2,21000
Bajaj Discover,2011,28241,first owner,jaipur,65.0,9.64,25000
Hero Splendor Plus,2018,18000,first owner,delhi,81.0,8.2,45000
Hero Splendor Plus,2013,50000,first owner,jaipur,81.0,8.2,25000
Yamaha YZF-R15,2011,18000,first owner,pune,42.0,16.0,55500
Suzuki Gixxer,2015,35000,first owner,pune,63.0,14.0,62500
Royal Enfield Classic,2018,21000,first owner,mumbai,35.0,19.8,135000
Royal Enfield Classic,2018,24000,first owner,mumbai,35.0,19.8,137000
Bajaj Pulsar,2014,22047,first owner,ghaziabad,45.0,17.0,28000
Bajaj Pulsar,2012,38000,first owner,jaipur,45.0,17.0,32000
Hero CD Deluxe,2012,41887,first owner,jaipur,65.0,7.7,34000
Royal Enfield Bullet,2014,9355,first owner,sirsa,40.0,19.8,90000
Royal Enfield Classic,2012,21000,first owner,dinajpur,32.0,27.2,85000
Yamaha YZF-R15 S,2015,14000,first owner,patna,42.0,16.0,75000
Yamaha FZs,2017,400,first owner,delhi,45.0,13.0,88000
Hero Passion PRO,2013,23690,first owner,chennai,55.0,6.15,28000
TVS Star City,2012,3712,first owner,chennai,85.0,8.2,20000
Yamaha YZF-R15,2013,15682,first owner,thane,42.0,16.0,65000
Bajaj Discover,2010,30000,first owner,chennai,72.0,8.51,20000
Hero Splendor Plus,2009,32332,first owner,chennai,60.0,6.15,14500
Royal Enfield Classic,2017,15000,second owner,delhi,35.0,19.8,115700
Hero Splendor Plus,2008,58000,first owner,madurai,81.0,8.2,16000
KTM RC,2016,22000,first owner,mumbai,35.0,25.1,130000
Bajaj Pulsar,2016,15000,first owner,ludhiana,65.0,17.0,63000
Hero Passion Xpro,2018,5500,first owner,delhi,55.0,8.0,55000
Bajaj CT 100,2018,5661,first owner,bangalore,89.0,8.1,45131
Bajaj Pulsar,2016,18020,first owner,jaipur,65.0,17.0,48000
Royal Enfield Classic,2019,12000,first owner,mumbai,35.0,19.8,185000
Suzuki Gixxer SF,2018,9000,first owner,mumbai,40.0,14.6,90000
Hero Splendor,1997,50000,first owner,chennai,45.0,7.44,0
Hero Passion Pro,2018,8000,first owner,delhi,84.0,8.2,48000
KTM RC 125CC,2019,5000,first owner,mumbai,45.0,14.5,135000
Royal Enfield Classic,2017,7193,first owner,faridabad,35.0,19.8,110000
Bajaj CT 100,2006,16254,first owner,chennai,89.0,8.1,15000
Hero Passion Plus,2011,67000,first owner,chennai,55.0,7.5,17000
Yamaha FZs,2013,68550,first owner,chennai,45.0,13.0,32000
